sale_date;channel_type;prod_name;cnt;amt;amt_clear
2021-09-06;МАП;ПраймАдресный Льготный  ;2;800200;650000
2021-10-06;DBO;ПраймАдресный  ;13;5801192;4984000
2022-03-01;DBO;Суперсмарт Лайт АП ;5;1118550;1072000
2022-07-05;КЦ;Рефинансирование Практичный АЛ ;28;10444533,1;8306500
2022-09-02;DBO;Рефинансирование Суперсмарт А ;47;22573567,93;21491013,93
2021-08-08;КЦ;Снижаем ставку ;4;2728780;2489500
2022-08-24;Почта;Суперсмарт ;17;12966485;11867500
2021-11-23;ПФР;Перспектива Лайт  ;1;377800;300000
2022-10-10;КЦ;Рефинансирование Суперсмарт А ;7;4808074;4274000
2021-09-29;КЦ;Перспектива АП  ;8;10159656;9102000
2022-09-21;DBO;Практичный пенсионный ;1;733219,6;505000
2021-05-30;КЦ;Снижаем ставку А минимум ;2;1655900;1501000
2021-11-18;Почта;АЛ Перспектива Лайт  ;71;12221971;10352100
2022-10-29;DBO;Практичный А ;169;44321012,83;38596000
2021-04-09;КЦ;АП Снижаем ставку ;1;675400;670500
2022-12-05;Почта;Стабильный А ;18;3166034,76;3166034,76
2022-12-13;Почта;Рефинансирование Суперсмарт А ;3;1641397;1445000
2021-01-11;КЦ;Адресный Первый;3;1416721;1216500
2021-01-21;Почта;Адресный  Первый;20;5271207,25;4390000
2022-01-25;МАП;Практичный пенсионный ;1;479018;430000
2022-04-08;Почта;Шаг навстречу;1;127000;127000
2022-08-25;DBO;Стабильный А ;43;7592087,05;7592087,05
2022-10-21;DBO;Стабильный А ;24;4703392,05;4703392,05
2022-09-27;КЦ;Рефинансирование Практичный АП ;1;1268459;1010000
2022-05-18;КЦ;Суперсмарт Лайт АП ;7;1464225;1315000
2022-07-29;Почта;Рефинансирование Практичный А ;103;50519314,48;39559000
2021-01-18;КЦ;Адресный  Первый;5;1431840;1360000
2021-06-01;МАП;ПраймАдресный  ;12;4141040;3761000
2021-10-21;Почта;Перспектива Лайт АЛ  ;74;28748977,74;24382000
2021-11-25;КЦ;Суперсмарт АП ;4;3124700;3060000
2022-02-25;DBO;Суперсмарт А ;34;32205430;31132000
2022-06-28;КЦ;Суперсмарт пенсионный ;6;1177895;1064000
2022-09-30;POS;Суперсмарт ;1;350000;350000
2022-08-29;Почта;Суперсмарт А ;23;10654913,8;9945000
2021-04-17;МФЦ;ПраймСуперпочтовый  ;2;554900;550000
2021-05-11;КЦ;ПраймЛьготный  ;6;1855019,2;1575300
2022-03-22;КЦ;Суперсмарт Лайт пенсионный ;9;1785990;1328500
2021-04-25;Стойки;ПраймАдресный Льготный  ;1;312000;312000
2022-01-11;КЦ;Рефинансирование Практичный АП ;5;1805104,8;1565000
2022-09-29;Почта;Рефинансирование Практичный АЛ ;24;9865082,94;7489000
2022-03-26;КЦ;Суперсмарт Лайт АЛ ;11;2467081,6;2158500
2021-06-08;Почта;А Снижаем ставку плюс ;1;1811030;1657000
2022-04-18;КЦ;Рефинансирование Суперсмарт ;1;383076;311000
2022-06-07;Почта;Суперсмарт А ;57;18935218,5;16846000
2021-05-24;DBO;ПраймСуперпочтовый  ;58;20812830;18931500
2021-11-29;Почта;РефинансированиеПерспектива АП  ;2;667112,5;544000
2021-03-21;DBO;ПраймАдресный  ;31;11637040;10347000
2021-04-29;МФЦ;Адресный Льготный;3;290404;261000
2022-03-01;Почта;Практичный А ;4;1496685,12;1300000
2022-03-02;Почта;Рефинансирование Суперсмарт Лайт ;4;1028040;771500
2021-06-29;КЦ;Рефинансирование;14;10561817,28;9517598,55
2021-11-24;МАП;А Снижаем ставку ;2;1306400;1301500
2021-10-02;Почта;ПраймАдресный Льготный  ;4;1510924;1324000
2021-09-13;DBO;А Снижаем ставку ;5;4424600;4140000
2022-05-13;КЦ;Рефинансирование Практичный ;3;810079;673000
2022-05-29;Почта;Практичный А ;1;213213;156000
2022-01-19;Почта;Практичный АП ;4;1528881,64;1349500
2022-05-23;КЦ;Практичный АЛ ;24;5983122,18;4852500
2021-05-11;DBO;Адресный;35;12159172;10373000
2021-12-08;МФЦ;Практичный АЛ ;1;122534,04;109000
2021-06-20;DBO;ПраймАдресный Первый  ;2;615300;551000
2021-07-01;Почта;А Снижаем ставку ;7;4362300;4085000
2021-07-02;Почта;АП Снижаем ставку ;2;1792300;1782500
2022-10-30;КЦ;Практичный АП ;5;1195371,26;855000
2021-06-07;МФЦ;ПраймАдресный Льготный  ;3;922115;784100
2022-02-22;ПФР;Суперсмарт Лайт пенсионный ;1;169900;150000
2022-05-21;DBO;Суперсмарт пенсионный ;1;136499;131000
2022-05-24;МАП;Рефинансирование Суперсмарт А ;1;391999;350000
2021-03-17;Почта;ПраймАдресный Льготный  ;6;2121964;1947200
2021-10-01;КЦ;Перспектива Лайт  ;62;21441376,7;18509000
2022-05-07;КЦ;Практичный ;26;8834435,78;7632000
2022-08-17;Почта;Суперсмарт АЛ ;6;1016375;941500
2022-11-28;DBO;Практичный ;51;13458685,17;11991000
2022-02-02;КЦ;Суперсмарт рефинансирование А ;1;951900;875000
2022-05-04;КЦ;Рефинансирование Практичный А ;42;18639420,09;15321600
2022-05-13;DBO;Суперсмарт Лайт А ;60;14264200;13530000
2022-08-09;DBO;Суперсмарт ;20;7189587;6908500
2022-06-09;DBO;Практичный АЛ ;2;498080;407000
2021-05-11;Почта;А Снижаем ставку плюс ;3;3821530;3497000
2021-07-01;МАП;ПраймАдресный  ;9;3544000;3276000
2021-06-25;DBO;ПраймЛьготный  ;1;201000;201000
2021-08-29;МАП;ПраймАдресный Первый  ;1;364300;300000
2021-12-26;Стойки;Практичный АЛ ;1;320000;320000
2021-03-10;КЦ;Суперпочтовый;104;32327904,5;27596500
2021-03-20;Стойки;Адресный Льготный;2;231338;182000
2021-04-16;МФЦ;Снижаем ставку ;1;618500;520000
2021-04-29;КЦ;Рефинансирование;21;12994109,32;11924534,62
2021-01-06;DBO;Адресный  Первый;1;436100;300000
2021-02-19;КЦ;Адресный Первый Льготный;6;1157624;911000
2021-06-18;DBO;А Снижаем ставку ;2;1116000;1116000
2021-06-25;Стойки;ПраймАдресный Льготный  ;5;765940;654000
2021-11-24;Почта;АЛ Перспектива Лайт  ;70;12792704,76;10866800
2021-05-24;Почта;ПраймАдресный й Льготный  ;5;1640218;1472100
2021-06-13;POS;ПраймАдресный  ;2;554000;554000
2022-07-11;КЦ;Практичный АП ;45;24975074,86;19864500
2021-07-26;КЦ;А Снижаем ставку ;3;2122400;2117500
2022-08-30;КЦ;Рефинансирование Практичный ;7;7270622,42;5615600
2021-06-12;DBO;ПраймАдресный  ;113;41011770;35757000
2022-09-07;Почта;Стабильный А ;32;6144060,56;6144060,56
2021-10-19;DBO;Перспектива Лайт А  ;120;43895780,6;43145000
2022-03-25;КЦ;Суперсмарт АЛ ;1;841370;637000
2022-04-02;DBO;Рефинансирование Суперсмарт Лайт А ;8;2090300;1949000
2021-09-10;Почта;Перспектива  ;16;14063077,5;12576000
2022-06-07;КЦ;Практичный пенсионный ;22;5883210,4;4570100
2022-08-03;КЦ;Практичный пенсионный ;27;7444020,58;5967000
2022-11-19;Почта;Суперсмарт ;3;2247399;2020000
2021-01-27;КЦ;Адресный Льготный;86;18085427;14112500
2022-06-03;КЦ;Практичный АПЛ ;5;1081985,5;920500
2021-09-02;Почта;Снижаем ставку ;17;14272777,5;13162500
2021-03-10;Стойки;Рефинансирование для пенсионеров;3;900434,38;750498,63
2022-06-25;DBO;Практичный АП ;1;540000;540000
2021-04-06;МФЦ;Адресный Первый;1;153000;153000
2021-07-06;ПФР;ПраймСуперпочтовый  ;1;603900;500000
2022-09-12;Почта;Суперсмарт АП ;2;576998;530000
2021-04-07;КЦ;Рефинансирование;14;5978904,64;5331198,43
2021-03-30;Почта;Адресный;294;83780564,5;72482000
2022-07-27;КЦ;Практичный АЛ ;36;12173960,66;9966000
2021-02-20;Стойки;Льготный;1;214900;210000
2021-07-29;КЦ;АП Снижаем ставку ;3;2058700;2044000
2022-10-05;Почта;Практичный АП ;24;9736209,87;7713500
2021-10-20;Почта;А Снижаем ставку ;12;8649629,5;7921500
2022-08-17;Почта;Рефинансирование Суперсмарт А ;5;2774937;2489000
2021-09-19;DBO;А Снижаем ставку плюс ;1;1445900;1440000
2021-05-16;КЦ;Рефинансирование Адресный;2;1571763;1345100
2022-02-22;DBO;Практичный А ;79;25388571,36;24034000
2021-12-09;Почта;Практичный АЛ ;158;41561976,34;35983500
2022-02-25;Почта;Суперсмарт рефинансирование ;2;1445400;1372000
2021-02-06;DBO;Суперхит;22;6613320;5105000
2021-06-22;POS;ПраймСуперпочтовый  ;3;748900;744000
2021-09-13;DBO;А Снижаем ставку плюс ;3;7117280;6944000
2021-09-16;Почта;Перспектива  ;24;18889977,75;16472500
2022-10-05;DBO;Суперсмарт ;4;2465000;2405000
2022-01-10;Почта;Суперсмарт пенсионный ;1;581700;560000
2021-09-22;Почта;ПраймАдресный  ;66;27544035,5;24013500
2021-10-29;КЦ;Перспектива АЛ  ;2;1600328;1441000
2022-05-10;КЦ;Рефинансирование Суперсмарт Лайт А ;3;725545;673000
2022-01-13;МАП;Практичный А ;6;2585700;2310000
2022-08-16;Почта;Стабильный А ;54;8373474,77;8373474,77
2021-07-06;МАП;АП Снижаем ставку ;1;922940;778000
2021-08-06;МАП;ПраймАдресный Льготный  ;1;567908;463000
2021-09-05;КЦ;Снижаем ставку ;1;622040;523000
2021-10-08;DBO;Перспектива Лайт АЛ  ;4;1872100;1600000
2022-09-18;DBO;Рефинансирование Практичный ;1;385000;385000
2022-12-19;Почта;Шаг навстречу;1;255200;255200
2021-05-02;DBO;ПраймСуперпочтовый  ;22;6866160;6312500
2022-04-08;МАП;Практичный АЛ ;1;66947,32;53000
2022-07-10;DBO;Практичный А ;116;40459630,39;37196000
2022-08-15;DBO;Практичный АЛ ;7;1928588,8;1789000
2021-07-26;МФЦ;ПраймАдресный  ;2;737000;610000
2021-10-04;DBO;А Перспектива Лайт  ;17;3687542;2946000
2021-11-01;Почта;Перспектива Лайт А  ;205;76575132,4;66412500
2021-12-28;КЦ;Рефинансирование Суперсмарт ;1;636700;631800
2022-02-01;КЦ;Практичный АЛ ;53;17066174,45;15136500
2022-04-29;Стойки;Практичный пенсионный ;1;195559,2;160000
2021-10-19;МФЦ;А Перспектива Лайт  ;1;223668;176000
2021-03-02;МАП;Суперхит  Рефинансирование Адресный;1;498100;498100
2022-08-14;КЦ;Рефинансирование Суперсмарт А ;3;1140000;1140000
2022-12-11;Почта;Практичный ;1;375617,57;300000
2021-02-17;DBO;Льготный;3;275850;260000
2022-04-30;МАП;Практичный АЛ ;1;103900;101000
2022-09-06;DBO;Практичный АЛ ;1;300000;300000
2021-03-01;Пятерочка;Адресный Льготный;1;226620;180000
2021-08-10;Почта;Рефинансирование Адресный;3;1968817,35;1747779,73
2021-11-11;POS;Перспектива Лайт А  ;2;600500;600500
2021-12-27;Почта;Рефинансирование Практичный ;8;2206202,83;1956554,5
2022-06-18;КЦ;Суперсмарт АП ;9;2149411;1833000
2021-04-02;Почта;Шаг навстречу;7;1202800;1202800
2021-04-17;Почта;Рефинансирование для пенсионеров;7;2018430,32;1823498,85
2021-11-24;КЦ;Снижаем ставку А минимум ;1;600000;600000
2021-02-02;КЦ;Адресный Льготный;99;25136438;19701500
2021-02-13;КЦ;Адресный Первый Льготный;2;326937;232000
2021-06-19;DBO;ПраймЛьготный  ;1;300000;300000
2021-10-26;Почта;Перспектива АЛ  ;1;1150372;942000
2022-02-22;Стойки;Суперсмарт А ;1;1006900;1000000
2021-03-09;КЦ;Адресный Первый;9;4780165,5;4222500
2021-03-10;КЦ;АП Снижаем ставку плюс ;1;1500000;1500000
2022-04-22;DBO;Практичный АПЛ ;1;140900;136000
2021-05-21;DBO;ПраймАдресный  ;133;45502730;40039000
2021-09-23;Почта;АЛ Снижаем ставку плюс ;1;1337600;1100000
2022-04-27;МФЦ;Суперсмарт ;1;263500;200000
2022-06-06;Почта;Практичный АПЛ ;6;1474989;1295000
